,Slice,x-grid,y-grid,Position,Poren,num Black pixels
172,395,0,1,0,1,157
173,395,0,2,0,0,0
174,395,1,0,0,0,43
175,395,1,1,0,1,149
176,395,1,2,0,0,0
177,395,2,0,0,0,0
178,395,2,1,0,0,0
179,395,2,2,-1,0,0
180,396,0,0,0,0,2
181,396,0,1,0,0,65
182,396,0,2,0,0,0
183,396,1,0,0,0,76
184,396,1,1,0,0,25
185,396,1,2,0,0,0
186,396,2,0,0,0,0
187,396,2,1,0,0,0
188,396,2,2,-1,0,0
189,397,0,0,0,0,8
190,397,0,1,0,0,16
191,397,0,2,0,0,0
192,397,1,0,0,0,18
193,397,1,1,0,0,7
194,397,1,2,0,0,0
195,397,2,0,0,0,0
196,397,2,1,0,0,0
197,397,2,2,-1,0,0
198,398,0,0,0,0,45
199,398,0,1,0,0,14
200,398,0,2,0,0,0
201,398,1,0,0,0,5
202,398,1,1,0,1,134
203,398,1,2,0,0,0
204,398,2,0,0,0,0
205,398,2,1,0,0,0
206,398,2,2,-1,0,0
207,399,0,0,0,0,21
208,399,0,1,0,0,2
209,399,0,2,0,0,0
210,399,1,0,0,0,2
211,399,1,1,0,1,393
212,399,1,2,0,0,0
213,399,2,0,0,0,0
214,399,2,1,0,0,0
215,399,2,2,-1,0,0
216,400,0,0,0,0,6
217,400,0,1,0,0,23
218,400,0,2,0,0,0
219,400,1,0,0,0,5
220,400,1,1,0,1,377
221,400,1,2,0,0,0
222,400,2,0,0,0,0
223,400,2,1,0,0,0
224,400,2,2,-1,0,0
225,401,0,0,0,0,2
226,401,0,1,0,0,7
227,401,0,2,0,0,0
228,401,1,0,0,0,52
229,401,1,1,0,1,204
230,401,1,2,0,0,0
231,401,2,0,0,0,0
232,401,2,1,0,0,0
233,401,2,2,-1,0,0
234,402,0,0,0,0,18
235,402,0,1,0,0,3
236,402,0,2,0,0,0
237,402,1,0,0,1,157
238,402,1,1,0,0,0
239,402,1,2,0,0,0
240,402,2,0,0,0,0
241,402,2,1,0,0,0
242,402,2,2,-1,0,0
243,403,0,0,0,0,24
244,403,0,1,0,0,3
245,403,0,2,0,0,0
246,403,1,0,0,0,103
247,403,1,1,0,0,4
248,403,1,2,0,0,0
249,403,2,0,0,0,0
250,403,2,1,0,0,0
251,403,2,2,-1,0,0
252,404,0,0,0,0,5
253,404,0,1,0,0,4
254,404,0,2,0,0,0
255,404,1,0,0,1,249
256,404,1,1,0,0,42
257,404,1,2,0,0,0
258,404,2,0,0,0,0
259,404,2,1,0,0,0
260,404,2,2,-1,0,0
261,405,0,0,0,0,18
262,405,0,1,0,0,1
263,405,0,2,0,0,0
264,405,1,0,0,1,163
265,405,1,1,0,0,22
266,405,1,2,0,0,0
267,405,2,0,0,0,0
268,405,2,1,0,0,0
269,405,2,2,-1,0,0
270,406,0,0,0,0,32
271,406,0,1,0,0,2
272,406,0,2,0,0,0
273,406,1,0,0,0,65
274,406,1,1,0,0,17
275,406,1,2,0,0,0
276,406,2,0,0,0,0
277,406,2,1,0,0,0
278,406,2,2,-1,0,0
279,407,0,0,0,0,62
280,407,0,1,0,0,0
281,407,0,2,0,0,0
282,407,1,0,0,0,52
283,407,1,1,0,0,39
284,407,1,2,0,0,0
285,407,2,0,0,0,0
286,407,2,1,0,0,0
287,407,2,2,-1,0,0
288,408,0,0,0,0,4
289,408,0,1,0,0,23
290,408,0,2,0,0,0
291,408,1,0,0,0,25
292,408,1,1,0,0,10
293,408,1,2,0,0,0
294,408,2,0,0,0,0
295,408,2,1,0,0,0
296,408,2,2,-1,0,0
297,409,0,0,0,0,28
298,409,0,1,0,0,112
299,409,0,2,0,0,0
300,409,1,0,0,0,19
301,409,1,1,0,0,4
302,409,1,2,0,0,0
303,409,2,0,0,0,0
304,409,2,1,0,0,0
305,409,2,2,-1,0,0
306,410,0,0,0,0,25
307,410,0,1,0,1,221
308,410,0,2,0,0,0
309,410,1,0,0,0,50
310,410,1,1,0,0,18
311,410,1,2,0,0,0
312,410,2,0,0,0,0
313,410,2,1,0,0,0
314,410,2,2,-1,0,0
315,411,0,0,0,0,3
316,411,0,1,0,0,61
317,411,0,2,0,0,0
318,411,1,0,0,1,137
319,411,1,1,0,0,0
320,411,1,2,0,0,0
321,411,2,0,0,0,0
322,411,2,1,0,0,0
323,411,2,2,-1,0,0
324,412,0,0,0,0,5
325,412,0,1,0,0,13
326,412,0,2,0,0,0
327,412,1,0,0,1,225
328,412,1,1,0,0,4
329,412,1,2,0,0,0
330,412,2,0,0,0,0
331,412,2,1,0,0,0
332,412,2,2,-1,0,0
333,413,0,0,0,0,6
334,413,0,1,0,0,8
335,413,0,2,0,0,0
336,413,1,0,0,0,20
337,413,1,1,0,0,1
338,413,1,2,0,0,0
339,413,2,0,0,0,0
340,413,2,1,0,0,0
341,413,2,2,-1,0,0
342,414,0,0,0,0,7
343,414,0,1,0,1,130
344,414,0,2,0,0,0
345,414,1,0,0,0,5
346,414,1,1,0,0,11
347,414,1,2,0,0,0
348,414,2,0,0,0,0
349,414,2,1,0,0,0
350,414,2,2,-1,0,0
351,415,0,0,0,0,3
352,415,0,1,0,0,25
353,415,0,2,0,0,0
354,415,1,0,0,0,36
355,415,1,1,0,1,218
356,415,1,2,0,0,0
357,415,2,0,0,0,0
358,415,2,1,0,0,0
359,415,2,2,-1,0,0
360,416,0,0,0,0,18
361,416,0,1,0,0,3
362,416,0,2,0,0,0
363,416,1,0,0,0,4
364,416,1,1,0,0,79
365,416,1,2,0,0,0
366,416,2,0,0,0,0
367,416,2,1,0,0,0
368,416,2,2,-1,0,0
369,417,0,0,0,0,38
370,417,0,1,0,0,22
371,417,0,2,0,0,0
372,417,1,0,0,0,15
373,417,1,1,0,0,15
374,417,1,2,0,0,0
375,417,2,0,0,0,0
376,417,2,1,0,0,0
377,417,2,2,-1,0,0
378,418,0,0,0,0,20
379,418,0,1,0,0,33
380,418,0,2,0,0,0
381,418,1,0,0,0,50
382,418,1,1,0,0,7
383,418,1,2,0,0,0
384,418,2,0,0,0,0
385,418,2,1,0,0,0
386,418,2,2,-1,0,0
387,419,0,0,0,0,11
388,419,0,1,0,0,34
389,419,0,2,0,0,0
390,419,1,0,0,1,166
391,419,1,1,0,0,36
392,419,1,2,0,0,0
393,419,2,0,0,0,0
394,419,2,1,0,0,0
395,419,2,2,-1,0,0
396,420,0,0,0,0,0
397,420,0,1,0,0,19
398,420,0,2,0,0,0
399,420,1,0,0,0,38
400,420,1,1,0,0,23
401,420,1,2,0,0,0
402,420,2,0,0,0,0
403,420,2,1,0,0,0
404,420,2,2,-1,0,0
405,421,0,0,0,0,3
406,421,0,1,0,0,0
407,421,0,2,0,0,0
408,421,1,0,0,0,25
409,421,1,1,0,0,55
410,421,1,2,0,0,0
411,421,2,0,0,0,0
412,421,2,1,0,0,0
413,421,2,2,-1,0,0
414,422,0,0,0,0,0
415,422,0,1,0,0,0
416,422,0,2,0,0,0
417,422,1,0,0,0,63
418,422,1,1,0,0,53
419,422,1,2,0,0,0
420,422,2,0,0,0,0
421,422,2,1,0,0,0
422,422,2,2,-1,0,0
423,423,0,0,0,0,4
424,423,0,1,0,0,26
425,423,0,2,0,0,0
426,423,1,0,0,0,5
427,423,1,1,0,1,242
428,423,1,2,0,0,0
429,423,2,0,0,0,0
430,423,2,1,0,0,0
431,423,2,2,-1,0,0
432,424,0,0,0,0,1
433,424,0,1,0,0,7
434,424,0,2,0,0,0
435,424,1,0,0,0,11
436,424,1,1,0,1,175
437,424,1,2,0,0,0
438,424,2,0,0,0,0
439,424,2,1,0,0,0
440,424,2,2,-1,0,0
441,425,0,0,0,0,0
442,425,0,1,0,0,4
443,425,0,2,0,0,0
444,425,1,0,0,0,60
445,425,1,1,0,0,37
446,425,1,2,0,0,0
447,425,2,0,0,0,0
448,425,2,1,0,0,0
449,425,2,2,-1,0,0
450,426,0,0,0,0,3
451,426,0,1,0,0,2
452,426,0,2,0,0,0
453,426,1,0,0,1,213
454,426,1,1,0,0,23
455,426,1,2,0,0,0
456,426,2,0,0,0,0
457,426,2,1,0,0,0
458,426,2,2,-1,0,0
459,427,0,0,0,0,2
460,427,0,1,0,0,9
461,427,0,2,0,0,0
462,427,1,0,0,1,125
463,427,1,1,0,0,27
464,427,1,2,0,0,0
465,427,2,0,0,0,0
466,427,2,1,0,0,0
467,427,2,2,-1,0,0
468,428,0,0,0,0,9
469,428,0,1,0,0,1
470,428,0,2,0,0,0
471,428,1,0,0,0,4
472,428,1,1,0,0,3
473,428,1,2,0,0,0
474,428,2,0,0,0,0
475,428,2,1,0,0,0
476,428,2,2,-1,0,0
477,429,0,0,0,0,9
478,429,0,1,0,0,14
479,429,0,2,0,0,0
480,429,1,0,0,1,149
481,429,1,1,0,0,103
482,429,1,2,0,0,0
483,429,2,0,0,0,0
484,429,2,1,0,0,0
485,429,2,2,-1,0,0
486,430,0,0,0,0,1
487,430,0,1,0,0,13
488,430,0,2,0,0,0
489,430,1,0,0,0,71
490,430,1,1,0,0,91
491,430,1,2,0,0,0
492,430,2,0,0,0,0
493,430,2,1,0,0,0
494,430,2,2,-1,0,0
495,431,0,0,0,0,3
496,431,0,1,0,0,11
497,431,0,2,0,0,0
498,431,1,0,0,0,23
499,431,1,1,0,0,56
500,431,1,2,0,0,0
501,431,2,0,0,0,0
502,431,2,1,0,0,0
503,431,2,2,-1,0,0
504,432,0,0,0,1,154
505,432,0,1,0,0,47
506,432,0,2,0,0,0
507,432,1,0,0,0,16
508,432,1,1,0,0,50
509,432,1,2,0,0,0
510,432,2,0,0,0,0
511,432,2,1,0,0,0
512,432,2,2,-1,0,0
513,433,0,0,0,0,98
514,433,0,1,0,0,16
515,433,0,2,0,0,0
516,433,1,0,0,0,5
517,433,1,1,0,0,0
518,433,1,2,0,0,0
519,433,2,0,0,0,0
520,433,2,1,0,0,0
521,433,2,2,-1,0,0
522,434,0,0,0,0,61
523,434,0,1,0,0,0
524,434,0,2,0,0,0
525,434,1,0,0,0,9
526,434,1,1,0,0,1
527,434,1,2,0,0,0
528,434,2,0,0,0,0
529,434,2,1,0,0,0
530,434,2,2,-1,0,0
531,435,0,0,0,0,50
532,435,0,1,0,0,8
533,435,0,2,0,0,0
534,435,1,0,0,0,0
535,435,1,1,0,0,23
536,435,1,2,0,0,0
537,435,2,0,0,0,0
538,435,2,1,0,0,0
539,435,2,2,-1,0,0
540,436,0,0,0,0,62
541,436,0,1,0,0,22
542,436,0,2,0,0,0
543,436,1,0,0,0,15
544,436,1,1,0,0,0
545,436,1,2,0,0,0
546,436,2,0,0,0,0
547,436,2,1,0,0,0
548,436,2,2,-1,0,0
549,437,0,0,0,1,241
550,437,0,1,0,0,3
551,437,0,2,0,0,0
552,437,1,0,0,0,43
553,437,1,1,0,1,139
554,437,1,2,0,0,0
555,437,2,0,0,0,0
556,437,2,1,0,0,0
557,437,2,2,-1,0,0
558,438,0,0,0,1,134
559,438,0,1,0,0,1
560,438,0,2,0,0,0
561,438,1,0,0,0,27
562,438,1,1,0,1,210
563,438,1,2,0,0,0
564,438,2,0,0,0,0
565,438,2,1,0,0,0
566,438,2,2,-1,0,0
567,439,0,0,0,0,47
568,439,0,1,0,1,264
569,439,0,2,0,0,0
570,439,1,0,0,0,20
571,439,1,1,0,1,235
572,439,1,2,0,0,0
573,439,2,0,0,0,0
574,439,2,1,0,0,0
575,439,2,2,-1,0,0
576,440,0,0,0,0,103
577,440,0,1,0,1,203
578,440,0,2,0,0,0
579,440,1,0,0,0,6
580,440,1,1,0,0,36
581,440,1,2,0,0,0
582,440,2,0,0,0,0
583,440,2,1,0,0,0
584,440,2,2,-1,0,0
585,441,0,0,0,1,265
586,441,0,1,0,0,61
587,441,0,2,0,0,0
588,441,1,0,0,0,3
589,441,1,1,0,0,8
590,441,1,2,0,0,0
591,441,2,0,0,0,0
592,441,2,1,0,0,0
593,441,2,2,-1,0,0
594,442,0,0,0,1,431
595,442,0,1,0,0,43
596,442,0,2,0,0,0
597,442,1,0,0,0,3
598,442,1,1,0,0,32
599,442,1,2,0,0,0
600,442,2,0,0,0,0
601,442,2,1,0,0,0
602,442,2,2,-1,0,0
603,443,0,0,0,1,206
604,443,0,1,0,0,25
605,443,0,2,0,0,0
606,443,1,0,0,0,19
607,443,1,1,0,0,2
608,443,1,2,0,0,0
609,443,2,0,0,0,0
610,443,2,1,0,0,0
611,443,2,2,-1,0,0
612,444,0,0,0,0,11
613,444,0,1,0,0,8
614,444,0,2,0,0,0
615,444,1,0,0,0,29
616,444,1,1,0,0,17
617,444,1,2,0,0,0
618,444,2,0,0,0,0
619,444,2,1,0,0,0
620,444,2,2,-1,0,0
621,445,0,0,0,0,0
622,445,0,1,0,0,3
623,445,0,2,0,0,0
624,445,1,0,0,0,70
625,445,1,1,0,1,148
626,445,1,2,0,0,0
627,445,2,0,0,0,0
628,445,2,1,0,0,0
629,445,2,2,-1,0,0
630,446,0,0,0,0,29
631,446,0,1,0,0,122
632,446,0,2,0,0,0
633,446,1,0,0,1,139
634,446,1,1,0,1,181
635,446,1,2,0,0,0
636,446,2,0,0,0,0
637,446,2,1,0,0,0
638,446,2,2,-1,0,0
639,447,0,0,0,0,6
640,447,0,1,0,1,311
641,447,0,2,0,0,0
642,447,1,0,0,1,288
643,447,1,1,0,0,115
644,447,1,2,0,0,0
645,447,2,0,0,0,0
646,447,2,1,0,0,0
647,447,2,2,-1,0,0
648,448,0,0,0,0,42
649,448,0,1,0,0,94
650,448,0,2,0,0,0
651,448,1,0,0,1,244
652,448,1,1,0,1,155
653,448,1,2,0,0,0
654,448,2,0,0,0,0
655,448,2,1,0,0,0
656,448,2,2,-1,0,0
657,449,0,0,0,0,87
658,449,0,1,0,0,41
659,449,0,2,0,0,0
660,449,1,0,0,0,5
661,449,1,1,0,0,41
662,449,1,2,0,0,0
663,449,2,0,0,0,0
664,449,2,1,0,0,0
665,449,2,2,-1,0,0
666,450,0,0,0,1,177
667,450,0,1,0,0,30
668,450,0,2,0,0,0
669,450,1,0,0,0,10
670,450,1,1,0,0,2
671,450,1,2,0,0,0
672,450,2,0,0,0,0
673,450,2,1,0,0,0
674,450,2,2,-1,0,0
675,451,0,0,0,0,82
676,451,0,1,0,0,23
677,451,0,2,0,0,0
678,451,1,0,0,0,2
679,451,1,1,0,0,2
680,451,1,2,0,0,0
681,451,2,0,0,0,0
682,451,2,1,0,0,0
683,451,2,2,-1,0,0
684,452,0,0,0,0,58
685,452,0,1,0,0,89
686,452,0,2,0,0,0
687,452,1,0,0,0,4
688,452,1,1,0,0,71
689,452,1,2,0,0,0
690,452,2,0,0,0,0
691,452,2,1,0,0,0
692,452,2,2,-1,0,0
693,453,0,0,0,1,157
694,453,0,1,0,0,93
695,453,0,2,0,0,0
696,453,1,0,0,0,14
697,453,1,1,0,0,11
698,453,1,2,0,0,0
699,453,2,0,0,0,0
700,453,2,1,0,0,0
701,453,2,2,-1,0,0
702,454,0,0,0,1,138
703,454,0,1,0,0,5
704,454,0,2,0,0,0
705,454,1,0,0,0,33
706,454,1,1,0,0,26
707,454,1,2,0,0,0
708,454,2,0,0,0,0
709,454,2,1,0,0,0
710,454,2,2,-1,0,0
711,455,0,0,0,1,161
712,455,0,1,0,0,47
713,455,0,2,0,0,0
714,455,1,0,0,0,13
715,455,1,1,0,0,17
716,455,1,2,0,0,0
717,455,2,0,0,0,0
718,455,2,1,0,0,0
719,455,2,2,-1,0,0
720,456,0,0,0,1,306
721,456,0,1,0,0,16
722,456,0,2,0,0,0
723,456,1,0,0,0,2
724,456,1,1,0,0,9
725,456,1,2,0,0,0
726,456,2,0,0,0,0
727,456,2,1,0,0,0
728,456,2,2,-1,0,0
729,457,0,0,0,1,156
730,457,0,1,0,0,6
731,457,0,2,0,0,0
732,457,1,0,0,0,2
733,457,1,1,0,0,7
734,457,1,2,0,0,0
735,457,2,0,0,0,0
736,457,2,1,0,0,0
737,457,2,2,-1,0,0
738,458,0,0,0,0,48
739,458,0,1,0,0,2
740,458,0,2,0,0,0
741,458,1,0,0,0,2
742,458,1,1,0,0,7
743,458,1,2,0,0,0
744,458,2,0,0,0,0
745,458,2,1,0,0,0
746,458,2,2,-1,0,0
747,459,0,0,0,0,5
748,459,0,1,0,0,13
749,459,0,2,0,0,0
750,459,1,0,0,0,21
751,459,1,1,0,0,24
752,459,1,2,0,0,0
753,459,2,0,0,0,0
754,459,2,1,0,0,0
755,459,2,2,-1,0,0
756,460,0,0,0,0,7
757,460,0,1,0,0,21
758,460,0,2,0,0,0
759,460,1,0,0,0,6
760,460,1,1,0,0,21
761,460,1,2,0,0,0
762,460,2,0,0,0,0
763,460,2,1,0,0,0
764,460,2,2,-1,0,0
765,461,0,0,0,0,91
766,461,0,1,0,0,1
767,461,0,2,0,0,0
768,461,1,0,0,0,1
769,461,1,1,0,0,4
770,461,1,2,0,0,0
771,461,2,0,0,0,0
772,461,2,1,0,0,0
773,461,2,2,-1,0,0
774,462,0,0,0,0,29
775,462,0,1,0,0,1
776,462,0,2,0,0,0
777,462,1,0,0,0,4
778,462,1,1,0,0,23
779,462,1,2,0,0,0
780,462,2,0,0,0,0
781,462,2,1,0,0,0
782,462,2,2,-1,0,0
783,463,0,0,0,0,27
784,463,0,1,0,0,30
785,463,0,2,0,0,0
786,463,1,0,0,0,42
787,463,1,1,0,0,43
788,463,1,2,0,0,0
789,463,2,0,0,0,0
790,463,2,1,0,0,0
791,463,2,2,-1,0,0
792,464,0,0,0,0,5
793,464,0,1,0,1,180
794,464,0,2,0,0,0
795,464,1,0,0,0,10
796,464,1,1,0,0,8
797,464,1,2,0,0,0
798,464,2,0,0,0,0
799,464,2,1,0,0,0
800,464,2,2,-1,0,0
801,465,0,0,0,0,2
802,465,0,1,0,0,17
803,465,0,2,0,0,0
804,465,1,0,0,0,1
805,465,1,1,0,0,1
806,465,1,2,0,0,0
807,465,2,0,0,0,0
808,465,2,1,0,0,0
809,465,2,2,-1,0,0
810,466,0,0,0,0,3
811,466,0,1,0,0,2
812,466,0,2,0,0,0
813,466,1,0,0,0,71
814,466,1,1,0,0,19
815,466,1,2,0,0,0
816,466,2,0,0,0,0
817,466,2,1,0,0,0
818,466,2,2,-1,0,0
819,467,0,0,0,0,38
820,467,0,1,0,0,9
821,467,0,2,0,0,0
822,467,1,0,0,1,136
823,467,1,1,0,0,15
824,467,1,2,0,0,0
825,467,2,0,0,0,0
826,467,2,1,0,0,0
827,467,2,2,-1,0,0
828,468,0,0,0,0,8
829,468,0,1,0,0,1
830,468,0,2,0,0,0
831,468,1,0,0,1,252
832,468,1,1,0,0,4
833,468,1,2,0,0,0
834,468,2,0,0,0,0
835,468,2,1,0,0,0
836,468,2,2,-1,0,0
837,469,0,0,0,0,1
838,469,0,1,0,0,0
839,469,0,2,0,0,0
840,469,1,0,0,0,55
841,469,1,1,0,0,119
842,469,1,2,0,0,0
843,469,2,0,0,0,0
844,469,2,1,0,0,0
845,469,2,2,-1,0,0
846,470,0,0,0,0,64
847,470,0,1,0,0,39
848,470,0,2,0,0,0
849,470,1,0,0,1,263
850,470,1,1,0,0,101
851,470,1,2,0,0,0
852,470,2,0,0,0,0
853,470,2,1,0,0,0
854,470,2,2,-1,0,0
855,471,0,0,0,0,25
856,471,0,1,0,1,169
857,471,0,2,0,0,0
858,471,1,0,0,1,167
859,471,1,1,0,0,92
860,471,1,2,0,0,0
861,471,2,0,0,0,0
862,471,2,1,0,0,0
863,471,2,2,-1,0,0
864,472,0,0,0,0,2
865,472,0,1,0,1,211
866,472,0,2,0,0,0
867,472,1,0,0,0,36
868,472,1,1,0,0,51
869,472,1,2,0,0,0
870,472,2,0,0,0,0
871,472,2,1,0,0,0
872,472,2,2,-1,0,0
873,473,0,0,0,0,1
874,473,0,1,0,0,13
875,473,0,2,0,0,0
876,473,1,0,0,0,0
877,473,1,1,0,0,25
878,473,1,2,0,0,0
879,473,2,0,0,0,0
880,473,2,1,0,0,0
881,473,2,2,-1,0,0
882,474,0,0,0,0,0
883,474,0,1,0,0,0
884,474,0,2,0,0,0
885,474,1,0,0,0,0
886,474,1,1,0,0,82
887,474,1,2,0,0,0
888,474,2,0,0,0,0
889,474,2,1,0,0,0
890,474,2,2,-1,0,0
891,475,0,0,0,0,4
892,475,0,1,0,0,35
893,475,0,2,0,0,0
894,475,1,0,0,0,11
895,475,1,1,0,0,0
896,475,1,2,-1,0,0
897,475,2,0,-1,0,0
898,475,2,1,-1,0,0
899,475,2,2,-1,0,0
900,476,0,0,0,0,13
901,476,0,1,0,0,106
902,476,0,2,-1,0,0
903,476,1,0,0,0,3
904,476,1,1,0,0,70
905,476,1,2,-1,0,0
906,476,2,0,-1,0,0
907,476,2,1,-1,0,0
908,476,2,2,-1,0,0
909,477,0,0,0,0,0
910,477,0,1,0,1,180
911,477,0,2,-1,0,0
912,477,1,0,0,0,10
913,477,1,1,0,1,227
914,477,1,2,-1,0,0
915,477,2,0,-1,0,0
916,477,2,1,-1,0,0
917,477,2,2,-1,0,0
918,478,0,0,0,0,44
919,478,0,1,0,0,39
920,478,0,2,-1,0,0
921,478,1,0,0,0,112
922,478,1,1,0,0,96
923,478,1,2,-1,0,0
924,478,2,0,-1,0,0
925,478,2,1,-1,0,0
926,478,2,2,-1,0,0
927,479,0,0,0,1,130
928,479,0,1,0,0,15
929,479,0,2,-1,0,0
930,479,1,0,0,1,529
931,479,1,1,0,0,37
932,479,1,2,-1,0,0
933,479,2,0,-1,0,0
934,479,2,1,-1,0,0
935,479,2,2,-1,0,0
936,480,0,0,0,0,57
937,480,0,1,0,0,2
938,480,0,2,-1,0,0
939,480,1,0,0,1,401
940,480,1,1,0,0,5
941,480,1,2,-1,0,0
942,480,2,0,-1,0,0
943,480,2,1,-1,0,0
944,480,2,2,-1,0,0
945,481,0,0,0,0,35
946,481,0,1,0,0,3
947,481,0,2,-1,0,0
948,481,1,0,0,0,70
949,481,1,1,0,0,92
950,481,1,2,-1,0,0
951,481,2,0,-1,0,0
952,481,2,1,-1,0,0
953,481,2,2,-1,0,0
954,482,0,0,0,0,4
955,482,0,1,0,0,2
956,482,0,2,-1,0,0
957,482,1,0,0,1,165
958,482,1,1,0,0,93
959,482,1,2,-1,0,0
960,482,2,0,-1,0,0
961,482,2,1,-1,0,0
962,482,2,2,-1,0,0
963,483,0,0,0,0,43
964,483,0,1,0,1,212
965,483,0,2,-1,0,0
966,483,1,0,0,0,58
967,483,1,1,0,1,148
968,483,1,2,-1,0,0
969,483,2,0,-1,0,0
970,483,2,1,-1,0,0
971,483,2,2,-1,0,0
972,484,0,0,0,0,91
973,484,0,1,0,1,1832
974,484,0,2,-1,0,0
975,484,1,0,0,0,20
976,484,1,1,0,1,212
977,484,1,2,-1,0,0
978,484,2,0,-1,0,0
979,484,2,1,-1,0,0
980,484,2,2,-1,0,0
981,485,0,0,0,0,83
982,485,0,1,0,1,1598
983,485,0,2,-1,0,0
984,485,1,0,0,0,1
